customer_id,age group,cltv,customer_status,churn_category,churn_reason,monthly_ charges,total_revenue
3638-VBZTA,51-65,4280,Stayed,Not Applicable,N/A,86.5,6664.75
3588-WSTTJ,Over 65,3484,Stayed,Not Applicable,N/A,99.05,4662
3649-JPUGY,20-35,5842,Stayed,Not Applicable,N/A,88.6,9403.07
3589-PPVKW,Under 20,5457,Stayed,Not Applicable,N/A,44.4,696
3703-KBKZP,Over 65,5111,Stayed,Not Applicable,N/A,74.45,1613.67
3590-TCXTB,36-50,2648,Joined,Not Applicable,N/A,20.35,52.32
3726-TBHQT,20-35,5600,Stayed,Not Applicable,N/A,114,9982.85
3766-EJLFL,51-65,6391,Stayed,Not Applicable,N/A,109.05,8761.11
3594-IVHJZ,20-35,2606,Joined,Not Applicable,N/A,20.45,136.83
3913-FCUUW,51-65,4463,Stayed,Not Applicable,N/A,70.45,5658.9
4006-HKYHO,20-35,5841,Stayed,Not Applicable,N/A,86.7,7173.04
4049-ZPALD,20-35,5483,Stayed,Not Applicable,N/A,99,8674.68
3597-MVHJT,36-50,2026,Stayed,Not Applicable,N/A,95.6,3544.84
4077-HWUYD,51-65,5341,Stayed,Not Applicable,N/A,87.55,9675.07
4137-JOPHL,51-65,5306,Stayed,Not Applicable,N/A,89.7,5794.5
3604-WLABM,36-50,2253,Stayed,Not Applicable,N/A,54.25,712.6
4293-ETKAP,36-50,4023,Stayed,Not Applicable,N/A,79.4,5190.85
4299-OPXEJ,51-65,5764,Stayed,Not Applicable,N/A,19.55,1858.39
4304-XUMGI,Over 65,6084,Stayed,Not Applicable,N/A,75.15,5467.45
3606-TWKGI,Over 65,2494,Churned,Competitor,Competitor had better devices,106.9,1799.14
4378-MYPGO,36-50,5795,Stayed,Not Applicable,N/A,105.25,9308.35
3612-YUNGG,51-65,5543,Stayed,Not Applicable,N/A,109.2,7602.57
4480-QQRHC,Over 65,4899,Stayed,Not Applicable,N/A,74.05,617.59
3612-YVGSJ,51-65,4742,Stayed,Not Applicable,N/A,24.45,4024.6
4521-WFJAI,51-65,4246,Stayed,Not Applicable,N/A,25.95,4121.97
3617-XLSGQ,51-65,5865,Stayed,Not Applicable,N/A,109.25,8489.76
4565-NLZBV,20-35,4015,Stayed,Not Applicable,N/A,24.65,4789.42
4625-XMOYM,36-50,5098,Stayed,Not Applicable,N/A,26.25,2173.09
3620-MWJNE,20-35,5753,Joined,Not Applicable,N/A,54.45,127.04
4648-YPBTM,20-35,5644,Stayed,Not Applicable,N/A,73.9,4304.87
3621-CEOVK,Over 65,3369,Churned,Dissatisfaction,Service dissatisfaction,100.2,2027.94
4683-WYDOU,51-65,4697,Stayed,Not Applicable,N/A,107.6,9059.14
4686-GEFRM,20-35,5582,Stayed,Not Applicable,N/A,98.7,10025.7
3623-FQBOX,20-35,3632,Stayed,Not Applicable,N/A,19.95,1340.61
4751-ERMAN,36-50,4171,Stayed,Not Applicable,N/A,75.4,8515.77
3627-FCRDW,36-50,2236,Churned,Competitor,Competitor offered more data,71,884.88
4782-OSFXZ,Over 65,5089,Stayed,Not Applicable,N/A,82.7,8495.83
3627-FHKBK,20-35,3244,Churned,Competitor,Competitor had better devices,75.3,79.43
4835-YSJMR,51-65,2202,Stayed,Not Applicable,N/A,49.8,2124.42
3629-WEAAM,Under 20,2804,Stayed,Not Applicable,N/A,64.1,874.37
4884-LEVMQ,36-50,2165,Stayed,Not Applicable,N/A,20.45,2209.21
3629-ZNKXA,Over 65,3296,Stayed,Not Applicable,N/A,101.8,2108.72
4948-WBBKL,Over 65,5041,Stayed,Not Applicable,N/A,74.9,4155.97
3633-CDBUW,20-35,3913,Stayed,Not Applicable,N/A,80.85,2276.59
5038-ETMLM,20-35,5411,Stayed,Not Applicable,N/A,113.65,10270.75
5089-IFSDP,36-50,6424,Churned,Dissatisfaction,Product dissatisfaction,109.45,7767.97
3635-QQRQD,Under 20,4568,Stayed,Not Applicable,N/A,20.05,3289.81
5193-QLVZB,51-65,5882,Stayed,Not Applicable,N/A,104.75,9607.75
5220-AGAAX,51-65,5440,Stayed,Not Applicable,N/A,24,1848.58
5236-PERKL,36-50,4738,Churned,Competitor,Competitor offered higher download speeds,112.95,9250.02
3638-WEABW,20-35,6407,Stayed,Not Applicable,N/A,59.9,6345.94
5248-RPYWW,Over 65,4606,Stayed,Not Applicable,N/A,90.15,7427.81
3639-XJHKQ,51-65,2463,Stayed,Not Applicable,N/A,60.6,1990.92
5286-YHCVC,51-65,4165,Stayed,Not Applicable,N/A,104.8,10385.38
3640-JQGJG,20-35,4680,Stayed,Not Applicable,N/A,44.8,692.05
5327-CNLUQ,20-35,2613,Stayed,Not Applicable,N/A,96.9,4766.25
3640-PHQXK,51-65,2031,Churned,Dissatisfaction,Service dissatisfaction,89.9,2961.95
5394-MEITZ,20-35,5667,Stayed,Not Applicable,N/A,80.6,5786.7
5440-FLBQG,Over 65,4708,Churned,Attitude,Attitude of service provider,108.4,10690.92
5458-CQJTA,51-65,5207,Churned,Dissatisfaction,Product dissatisfaction,74.8,7450.7
3643-AHCFP,Over 65,3265,Churned,Competitor,Competitor made better offer,95.6,797.72
5485-ITNPC,36-50,5137,Stayed,Not Applicable,N/A,85.9,6097.56
3644-QXEHN,51-65,5282,Stayed,Not Applicable,N/A,97,1907.1
5542-NKVRU,20-35,2574,Stayed,Not Applicable,N/A,20.75,1613.47
3645-DEYGF,20-35,3358,Joined,Not Applicable,N/A,20.75,28.32
5666-MBJPT,20-35,5449,Stayed,Not Applicable,N/A,25.1,3052.95
5684-FJVYR,36-50,5794,Stayed,Not Applicable,N/A,90.35,7254.6
3647-GMGDH,51-65,5615,Churned,Attitude,Attitude of support person,94.7,2746.5
5748-RNCJT,51-65,4859,Churned,Competitor,Competitor offered higher download speeds,106.5,9203.52
5795-KTGUD,51-65,4545,Stayed,Not Applicable,N/A,110.8,10729.2
5803-NQJZO,36-50,5242,Stayed,Not Applicable,N/A,67.8,5922.09
3653-NCRDJ,36-50,5594,Stayed,Not Applicable,N/A,19.2,1410.48
5816-JMLGY,20-35,6367,Stayed,Not Applicable,N/A,80.4,8502.45
3654-ARMGP,51-65,4730,Stayed,Not Applicable,N/A,88.65,6515.63
5914-XRFQB,51-65,6479,Stayed,Not Applicable,N/A,115.8,11529.54
3655-SNQYZ,36-50,5141,Stayed,Not Applicable,N/A,113.25,10188.02
5980-BDHPY,36-50,5993,Stayed,Not Applicable,N/A,87.1,7095.54
3656-TKRVZ,Under 20,5787,Churned,Competitor,Competitor offered more data,55.35,168.92
5993-JSUWV,20-35,5133,Stayed,Not Applicable,N/A,61.15,5427.87
3657-COGMW,Over 65,4251,Stayed,Not Applicable,N/A,108.1,6411.82
5996-EBTKM,36-50,6079,Stayed,Not Applicable,N/A,69.9,5609.51
3658-KIBGF,Under 20,2833,Churned,Dissatisfaction,Network reliability,54.9,99.26
5997-OPVFA,36-50,6212,Stayed,Not Applicable,N/A,89.05,6690.05
6007-TCTST,51-65,5841,Stayed,Not Applicable,N/A,115.8,9361.38
6013-BHCAW,20-35,4151,Stayed,Not Applicable,N/A,81,6986.71
3663-MITLP,36-50,3968,Churned,Dissatisfaction,Lack of self-service on Website,101.25,1709.55
6024-RUGGH,20-35,6499,Stayed,Not Applicable,N/A,25.2,3819.22
3665-JATSN,Under 20,4034,Stayed,Not Applicable,N/A,39.7,820.05
6035-RIIOM,36-50,4971,Stayed,Not Applicable,N/A,97.2,6833.15
3668-QPYBK,36-50,3239,Churned,Competitor,Competitor made better offer,53.85,129.09
6139-ZZRBQ,Over 65,4309,Stayed,Not Applicable,N/A,20.05,1517.41
6248-TKCQV,36-50,5880,Stayed,Not Applicable,N/A,80.6,8526.9
3669-OYSJI,36-50,4167,Churned,Attitude,Attitude of support person,46.2,94.78
6369-MCAKO,36-50,5001,Stayed,Not Applicable,N/A,89.05,9443.68
3669-WHAFY,51-65,4144,Stayed,Not Applicable,N/A,115.15,8748.34
6386-SZZKH,36-50,5785,Churned,Competitor,Competitor made better offer,107.95,5609.25
3671-SHRSP,36-50,3080,Churned,Competitor,Competitor offered more data,80.6,376.35
6407-UTSLV,Over 65,2885,Joined,Not Applicable,N/A,83.8,229.66
3672-YITQD,Over 65,2987,Churned,Competitor,Competitor made better offer,84.1,4161
6445-TNRXS,51-65,5671,Stayed,Not Applicable,N/A,114.7,10065.97
3675-EQOZA,36-50,5597,Stayed,Not Applicable,N/A,20.65,306.15
6583-SZVGP,51-65,5994,Stayed,Not Applicable,N/A,108.1,5543.13
3675-YDUPJ,20-35,3768,Stayed,Not Applicable,N/A,19.85,212.85
6603-QWSPR,20-35,4190,Stayed,Not Applicable,N/A,104.4,5173.76
6685-XSHHU,36-50,4425,Stayed,Not Applicable,N/A,20.95,3197.75
3677-TNKIO,20-35,3228,Churned,Other,Don't know,71,1421.5
6719-FGEDO,20-35,6302,Stayed,Not Applicable,N/A,97,9897.08
3678-MNGZX,36-50,4165,Stayed,Not Applicable,N/A,19.95,3789.24
6734-PSBAW,36-50,5901,Stayed,Not Applicable,N/A,23.55,1857.87
3679-XASPY,36-50,5612,Joined,Not Applicable,N/A,19.45,35.89
6838-YAUVY,20-35,4825,Stayed,Not Applicable,N/A,95.1,5699.89
6859-QNXIQ,36-50,5308,Stayed,Not Applicable,N/A,113.1,10143.54
3682-YEUWS,20-35,4458,Stayed,Not Applicable,N/A,24.4,295.5
6892-BOGQE,36-50,4030,Stayed,Not Applicable,N/A,20.9,2551.81
3683-QKIUE,51-65,4713,Churned,Competitor,Competitor offered higher download speeds,50.8,419.51
6897-RWMUB,20-35,4436,Stayed,Not Applicable,N/A,68.05,6739.16
3685-YLCMQ,20-35,5411,Churned,Dissatisfaction,Service dissatisfaction,104.65,8645.72
6916-HIJSE,51-65,5434,Stayed,Not Applicable,N/A,84.85,8172.3
3688-FTHLT,51-65,3214,Stayed,Not Applicable,N/A,63.05,1760.73
6919-ELBGL,Over 65,6268,Stayed,Not Applicable,N/A,114.95,9735.76
6950-TWMYB,20-35,4387,Stayed,Not Applicable,N/A,79.95,6883.85
3692-JHONH,Over 65,4499,Stayed,Not Applicable,N/A,106.5,7154.33
6993-YGFJV,20-35,5532,Stayed,Not Applicable,N/A,112.55,8041.79
6999-CHVCF,36-50,5228,Stayed,Not Applicable,N/A,102.1,10509.91
3694-GLTJM,51-65,2878,Stayed,Not Applicable,N/A,19.65,301.7
7037-MTYVW,20-35,5292,Stayed,Not Applicable,N/A,85.4,3962.76
3696-DFHHB,36-50,5182,Stayed,Not Applicable,N/A,25.5,2472.71
7054-DMVAS,36-50,4556,Stayed,Not Applicable,N/A,65.3,4524.86
3696-XRIEN,51-65,5258,Stayed,Not Applicable,N/A,82.5,5220.25
7101-HRBLJ,20-35,4592,Stayed,Not Applicable,N/A,83.7,7252.5
3701-SFMUH,51-65,4326,Stayed,Not Applicable,N/A,69.7,552.34
7130-CTCUS,Over 65,3324,Stayed,Not Applicable,N/A,54.55,1393.58
7134-HBPBS,51-65,4474,Stayed,Not Applicable,N/A,108.1,9708.69
3703-TTEPD,20-35,2887,Stayed,Not Applicable,N/A,65.35,1763.76
7176-WRTNX,51-65,4511,Stayed,Not Applicable,N/A,114.95,8735.35
3703-VAVCL,51-65,3902,Churned,Competitor,Competitor made better offer,90,283.89
7205-BAIAD,36-50,3091,Stayed,Not Applicable,N/A,20.6,1742.9
7255-SSFBC,36-50,4099,Stayed,Not Applicable,N/A,112.25,8881.17
7306-YDSOI,20-35,4665,Stayed,Not Applicable,N/A,59.75,7478.5
7322-OCWHC,Over 65,4988,Stayed,Not Applicable,N/A,93.05,6831.53
3707-GNWHM,20-35,4750,Churned,Other,Don't know,74.25,96.05
7416-CKTEP,51-65,6064,Stayed,Not Applicable,N/A,19.6,2461.21
7446-KQISO,51-65,4221,Stayed,Not Applicable,N/A,109.75,5237.25
7480-SPLEF,51-65,4933,Stayed,Not Applicable,N/A,26,2596.95
7503-MIOGA,Over 65,5881,Stayed,Not Applicable,N/A,89.85,10190.07
3714-JTVOV,Over 65,2322,Churned,Attitude,Attitude of support person,74.15,3351.2
7519-JTWQH,20-35,4803,Stayed,Not Applicable,N/A,110.5,9105.93
3714-NTNFO,36-50,6434,Stayed,Not Applicable,N/A,84.5,5239.5
7569-NMZYQ,20-35,5475,Stayed,Not Applicable,N/A,118.75,11634.53
3714-XPXBW,36-50,3801,Stayed,Not Applicable,N/A,78.9,4576.12
7570-WELNY,51-65,5520,Stayed,Not Applicable,N/A,84.7,6246.21
3716-BDVDB,51-65,5795,Churned,Competitor,Competitor made better offer,69.1,107.76
7596-IIWYC,51-65,5250,Stayed,Not Applicable,N/A,20.25,1503.99
3716-LRGXK,20-35,5301,Stayed,Not Applicable,N/A,101.15,6670.4
7602-MVRMB,51-65,4754,Stayed,Not Applicable,N/A,110.45,11416.21
3716-UVSPD,51-65,4209,Joined,Not Applicable,N/A,49.3,74.27
7622-FWGEW,Over 65,6500,Stayed,Not Applicable,N/A,85.65,6598.53
7639-OPLNG,51-65,5085,Stayed,Not Applicable,N/A,79.25,7689.75
3717-LNXKW,36-50,3676,Stayed,Not Applicable,N/A,91.7,3962.03
7647-GYYKX,36-50,5646,Stayed,Not Applicable,N/A,20.35,3356.57
3717-OEAUQ,36-50,2388,Joined,Not Applicable,N/A,70.7,144.64
7691-XVTZH,20-35,5672,Stayed,Not Applicable,N/A,89.95,7902.78
3717-OFRTN,36-50,3595,Joined,Not Applicable,N/A,19.75,25.07
7693-QPEFS,Over 65,4368,Stayed,Not Applicable,N/A,72.95,6023.63
7710-JSYOA,51-65,5205,Stayed,Not Applicable,N/A,93.3,8366.62
3720-DBRWL,20-35,5703,Stayed,Not Applicable,N/A,83.85,4658.49
7730-CLDSV,51-65,4616,Stayed,Not Applicable,N/A,98.65,9664.57
3721-CNEYS,36-50,5390,Churned,Dissatisfaction,Poor expertise of phone support,70.95,168.61
7813-ZGGAW,Over 65,3364,Stayed,Not Applicable,N/A,96.6,3353.8
7868-TMWMZ,Over 65,4953,Stayed,Not Applicable,N/A,110,8145.55
3721-WKIIL,51-65,2896,Stayed,Not Applicable,N/A,19.6,964.15
7996-BPXHY,36-50,4734,Stayed,Not Applicable,N/A,25,789.97
3722-WPXTK,20-35,4254,Churned,Competitor,Competitor offered higher download speeds,88.35,102.61
8024-XNAFQ,Over 65,5294,Stayed,Not Applicable,N/A,107.4,10003.07
3723-BFBGR,Over 65,4330,Stayed,Not Applicable,N/A,54.8,1609.14
8028-PNXHQ,36-50,4444,Stayed,Not Applicable,N/A,24.25,4445.86
8029-XYPWT,Over 65,4438,Stayed,Not Applicable,N/A,115.05,11340.82
3724-UCSHY,36-50,3072,Stayed,Not Applicable,N/A,19.55,342.14
8059-UDZFY,Over 65,4738,Stayed,Not Applicable,N/A,105.35,3885.8
8065-BVEPF,Over 65,4574,Stayed,Not Applicable,N/A,99.1,7681.1
3727-JEZTU,20-35,2152,Joined,Not Applicable,N/A,20.4,66.31
8107-RZLNV,20-35,4634,Stayed,Not Applicable,N/A,106.3,8651.83
8125-QPFJD,36-50,4447,Stayed,Not Applicable,N/A,84.9,6161.78
8166-ZZTFS,Over 65,4400,Churned,Attitude,Attitude of support person,80.55,6697.3
3727-RJMEO,20-35,4458,Churned,Competitor,Competitor had better devices,82.85,462.84
8197-BFWVU,51-65,5197,Stayed,Not Applicable,N/A,93.25,6812.79
8207-VVMYB,36-50,6170,Stayed,Not Applicable,N/A,26,2997.45
3733-LSYCE,20-35,4891,Stayed,Not Applicable,N/A,75.35,1565.9
8218-FFJDS,20-35,6114,Stayed,Not Applicable,N/A,86.4,7164.15
8261-GWDBQ,Over 65,4734,Stayed,Not Applicable,N/A,116.05,7169.5
3733-ZEECP,20-35,5329,Stayed,Not Applicable,N/A,51.1,1846.92
8292-ITGYJ,36-50,3043,Stayed,Not Applicable,N/A,24.65,2043.75
8309-PPCED,20-35,6030,Stayed,Not Applicable,N/A,110.45,11311.06
3737-GCSPV,51-65,3101,Churned,Competitor,Competitor had better devices,96.2,1517.73
8398-TBIYD,36-50,4520,Stayed,Not Applicable,N/A,84.7,6795.71
3737-XBQDD,51-65,2941,Stayed,Not Applicable,N/A,84.85,2443.92
8450-LUGUK,36-50,3753,Stayed,Not Applicable,N/A,24.1,2515.01
8465-SBRXP,20-35,2436,Stayed,Not Applicable,N/A,94.9,4598.17
3740-RLMVT,Over 65,5792,Stayed,Not Applicable,N/A,60.95,6920.9
8495-LJDFO,Over 65,5780,Stayed,Not Applicable,N/A,108.95,8574.34
3744-ZBHON,51-65,4369,Joined,Not Applicable,N/A,20.2,161.38
8510-TMWYB,51-65,5898,Stayed,Not Applicable,N/A,59.8,4489.53
3744-ZRRDZ,20-35,2902,Churned,Dissatisfaction,Network reliability,82.35,2120.81
8612-GXIDD,51-65,2219,Stayed,Not Applicable,N/A,25.4,842.44
3745-HRPHI,36-50,4051,Stayed,Not Applicable,N/A,54.65,3585.25
8630-QSGXK,36-50,4708,Stayed,Not Applicable,N/A,75.2,4410.74
3746-EUBYR,51-65,5861,Churned,Competitor,Competitor made better offer,74.6,119.33
8639-NHQEI,20-35,4213,Stayed,Not Applicable,N/A,95.9,7807.35
8645-KOMJQ,20-35,6182,Stayed,Not Applicable,N/A,81.95,8993.44
3750-CKVKH,51-65,2299,Churned,Other,Don't know,67.75,140.15
8755-IWJHN,Over 65,6132,Stayed,Not Applicable,N/A,95.35,9825.79
3750-RNQKR,36-50,4788,Stayed,Not Applicable,N/A,19.45,463.69
8809-XKHMD,51-65,6082,Stayed,Not Applicable,N/A,100.55,10481.58
8853-TZDGH,36-50,5425,Stayed,Not Applicable,N/A,111.6,9754.43
8869-LIHMK,51-65,5213,Stayed,Not Applicable,N/A,115.1,10169.89
3752-CQSJI,51-65,5417,Stayed,Not Applicable,N/A,20.45,467.7
8901-UPRHR,36-50,6130,Stayed,Not Applicable,N/A,109.2,10881.61
3753-TSEMP,20-35,2524,Churned,Dissatisfaction,Product dissatisfaction,88.15,1574.65
9135-HSWOC,20-35,5431,Stayed,Not Applicable,N/A,19.7,2229.57
3754-DXMRT,Over 65,5655,Churned,Attitude,Attitude of support person,44.15,179.97
9140-CZQZZ,36-50,5601,Stayed,Not Applicable,N/A,79.6,8776.4
3755-JBMNH,Over 65,3327,Churned,Competitor,Competitor offered more data,71.8,1902.2
9178-JHUVJ,Under 20,4634,Stayed,Not Applicable,N/A,24.1,614.76
9297-EONCV,36-50,5378,Stayed,Not Applicable,N/A,91.35,9880.32
3757-NJYBX,Over 65,4113,Churned,Other,Moved,106.35,3774.19
9298-WGMRW,20-35,4697,Stayed,Not Applicable,N/A,115.5,10063.79
9415-ZNBSX,20-35,5650,Stayed,Not Applicable,N/A,89,8620
3761-FLYZI,Over 65,5225,Stayed,Not Applicable,N/A,108.8,10215.38
9435-JMLSX,36-50,6286,Stayed,Not Applicable,N/A,86.1,6437.11
9488-FVZCC,20-35,4390,Stayed,Not Applicable,N/A,79.5,8008.18
3764-MNMOI,36-50,2776,Stayed,Not Applicable,N/A,19.2,2333.69
9488-FYQAU,51-65,5700,Stayed,Not Applicable,N/A,109.25,7513.61
3765-JXVKY,20-35,4692,Churned,Competitor,Competitor offered more data,74.7,118.81
9541-PWTWO,20-35,4924,Stayed,Not Applicable,N/A,80.95,6246.87
9776-OJUZI,Over 65,4168,Stayed,Not Applicable,N/A,95.45,8329.95
3768-NLUBH,Over 65,5247,Churned,Dissatisfaction,Network reliability,100.6,8145.85
9819-FBNSV,Over 65,4121,Stayed,Not Applicable,N/A,72.25,3446.43
3768-VHXQO,Under 20,4833,Stayed,Not Applicable,N/A,24.85,1803.26
9823-EALYC,51-65,6067,Stayed,Not Applicable,N/A,80.85,6397.05
9848-JQJTX,51-65,5781,Stayed,Not Applicable,N/A,100.9,9225.21
3771-PZOBW,36-50,2927,Stayed,Not Applicable,N/A,90.7,2289.55
9972-EWRJS,51-65,5154,Stayed,Not Applicable,N/A,19.25,4639.15
3777-XROBG,51-65,4125,Stayed,Not Applicable,N/A,19.55,3603.81
3779-OSWCF,36-50,4493,Stayed,Not Applicable,N/A,93.2,7366.67
3780-YVMFA,20-35,3123,Stayed,Not Applicable,N/A,68.55,803.87
3785-KTYSH,20-35,4610,Stayed,Not Applicable,N/A,24.6,3051.8
3785-NRHYR,36-50,3192,Joined,Not Applicable,N/A,19.65,36.56
3786-WOVKF,Over 65,4768,Stayed,Not Applicable,N/A,106.85,8342.6
3791-LGQCY,Over 65,4803,Churned,Attitude,Attitude of support person,100.65,7711.41
3793-MMFUH,Over 65,2230,Churned,Competitor,Competitor made better offer,95.05,1537.39
3794-NFNCH,51-65,4715,Stayed,Not Applicable,N/A,50,2169.7
3795-CAWEX,20-35,6116,Stayed,Not Applicable,N/A,116.55,11006.2
3795-GWTRD,51-65,4626,Stayed,Not Applicable,N/A,75.55,5106.64
3796-ENZGF,51-65,6438,Stayed,Not Applicable,N/A,67.25,7416.97
3797-FKOGQ,20-35,3157,Stayed,Not Applicable,N/A,86.2,987.44
3798-EPWRR,Over 65,4057,Joined,Not Applicable,N/A,43.95,123.28
3799-ISUZQ,36-50,3296,Churned,Dissatisfaction,Poor expertise of online support,69.95,777.44
3800-LYTRK,51-65,4978,Stayed,Not Applicable,N/A,55.7,1282.67
3801-HMYNL,36-50,3123,Churned,Competitor,Competitor had better devices,89.15,121.5
3803-KMQFW,20-35,3797,Churned,Attitude,Attitude of support person,20.55,58.47
3804-RVTGV,51-65,5812,Churned,Price,Price too high,103.85,7128.4
3806-YAZOV,36-50,3010,Joined,Not Applicable,N/A,18.8,75.83
3807-XHCJH,20-35,2358,Joined,Not Applicable,N/A,20,26.86
3808-HFKDE,20-35,3460,Stayed,Not Applicable,N/A,44.35,1010.15
3810-DVDQQ,20-35,6173,Stayed,Not Applicable,N/A,117.6,11688.9
3811-VBYBZ,51-65,2031,Churned,Competitor,Competitor had better devices,99.8,1012.46
3814-MLAXC,51-65,2554,Churned,Dissatisfaction,Lack of self-service on Website,79.85,2919.68
3824-RHKVR,20-35,4222,Stayed,Not Applicable,N/A,19.7,718.77
3831-YCPUO,36-50,6419,Stayed,Not Applicable,N/A,109.5,10175.46
3834-XUIFC,20-35,3905,Churned,Attitude,Attitude of support person,85.2,734.36
3838-OZURD,20-35,5723,Churned,Competitor,Competitor had better devices,105,7613.73
3841-NFECX,Over 65,5309,Stayed,Not Applicable,N/A,96.35,10105.37
3842-IYKUE,20-35,2455,Churned,Competitor,Competitor offered more data,85.3,4603.51
3842-QTGDL,51-65,2942,Stayed,Not Applicable,N/A,80.75,2057.3
3845-FXCYS,51-65,4841,Joined,Not Applicable,N/A,19.65,46.8
3845-JHAMY,36-50,2069,Stayed,Not Applicable,N/A,35.5,632.7
3847-BAERP,20-35,4905,Stayed,Not Applicable,N/A,20.9,370.9
3853-LYGAM,51-65,3139,Stayed,Not Applicable,N/A,95.65,1999.38
3855-ONCAR,20-35,5775,Stayed,Not Applicable,N/A,78.9,430.46
3858-VOBET,36-50,5897,Churned,Competitor,Competitor made better offer,74.95,2372.85
3859-CVCET,36-50,2864,Churned,Competitor,Competitor had better devices,45.65,372.65
3863-QSTYI,51-65,5687,Stayed,Not Applicable,N/A,64.65,4726.65
3865-ZYKAD,Over 65,4503,Stayed,Not Applicable,N/A,84.9,6804.09
3866-MDTUB,51-65,3257,Churned,Attitude,Attitude of support person,70.75,200.76
3870-SPZSI,51-65,4203,Stayed,Not Applicable,N/A,113.05,10196.55
3871-IKPYH,Over 65,2767,Churned,Other,Moved,69.1,85.29
3873-NFTGI,51-65,3520,Stayed,Not Applicable,N/A,55.5,1026.27
3873-WOSBC,51-65,4879,Stayed,Not Applicable,N/A,25.6,2571.48
3874-EQOEP,20-35,2786,Churned,Competitor,Competitor had better devices,95,772.54
3877-JRJIP,36-50,4017,Churned,Attitude,Attitude of support person,59.85,81.9
3878-AVSOQ,Over 65,5033,Joined,Not Applicable,N/A,71.25,98.85
3882-IYOIJ,36-50,5328,Stayed,Not Applicable,N/A,115.25,9346.4
3884-HCSWG,51-65,4390,Churned,Attitude,Attitude of support person,70,1354.72
3890-RTCMS,20-35,3446,Stayed,Not Applicable,N/A,49.45,1574.2
3891-NLXJB,20-35,4050,Stayed,Not Applicable,N/A,40.55,1440.85
3891-PUQOD,36-50,5020,Churned,Dissatisfaction,Service dissatisfaction,59.2,72.78
3892-NXAZG,51-65,6254,Stayed,Not Applicable,N/A,114.05,8707.52
3900-AQPHZ,36-50,4248,Churned,Attitude,Attitude of support person,19.9,69.41
3902-FOIGH,Over 65,3967,Churned,Dissatisfaction,Product dissatisfaction,101.35,1800.55
3904-UKFRE,20-35,2333,Stayed,Not Applicable,N/A,80.1,512.79
3908-BLSYF,36-50,3962,Churned,Competitor,Competitor had better devices,83.9,653.13
3970-XGJDU,36-50,4937,Stayed,Not Applicable,N/A,19.2,2613.51
4178-EGMON,20-35,4867,Stayed,Not Applicable,N/A,88,6636.05
4188-PCPIG,20-35,5779,Stayed,Not Applicable,N/A,70.35,6860.65
4335-BSMJS,51-65,6201,Stayed,Not Applicable,N/A,25.8,2074.21
4376-KFVRS,51-65,4842,Stayed,Not Applicable,N/A,114.05,10682.2
3914-FDRHP,20-35,4754,Stayed,Not Applicable,N/A,86.25,1187.56
4513-CXYIX,Over 65,4583,Stayed,Not Applicable,N/A,80.7,8799.29
3915-ODIYG,Over 65,4964,Stayed,Not Applicable,N/A,71.75,4996.55
4526-RMTLL,20-35,4457,Stayed,Not Applicable,N/A,76.15,944.04
3916-NRPAP,20-35,5806,Joined,Not Applicable,N/A,85.7,346.27
4616-ULAOA,20-35,6332,Stayed,Not Applicable,N/A,110.8,10184.55
3920-HIHMQ,51-65,4196,Stayed,Not Applicable,N/A,49.5,1840.49
4654-ULTTN,20-35,6447,Stayed,Not Applicable,N/A,74.8,5895.4
3923-CSIHK,Over 65,5746,Churned,Other,Poor expertise of online support,71.05,3674.85
4670-TABXH,51-65,5791,Stayed,Not Applicable,N/A,109.75,9411.3
3926-CUQZX,20-35,4884,Churned,Other,Don't know,45.1,56.16
4671-VJLCL,36-50,4595,Stayed,Not Applicable,N/A,79.85,5669.11
4718-WXBGI,20-35,4403,Stayed,Not Applicable,N/A,91.95,8566.1
4778-IZARL,36-50,6216,Stayed,Not Applicable,N/A,110.1,6906.04
3930-ZGWVE,36-50,2484,Joined,Not Applicable,N/A,19.75,35.52
4821-WQOYN,20-35,4603,Stayed,Not Applicable,N/A,20.1,2913.85
4853-RULSV,20-35,4544,Churned,Attitude,Attitude of service provider,104,8103.45
3932-IJWDZ,51-65,2183,Stayed,Not Applicable,N/A,103.65,5861.6
4973-MGTON,20-35,5619,Stayed,Not Applicable,N/A,84.4,6188.69
5130-YPIRV,20-35,6489,Stayed,Not Applicable,N/A,72,4681.62
3934-HXCFZ,20-35,5338,Churned,Dissatisfaction,Service dissatisfaction,99.25,2628
5161-UBZXI,36-50,6315,Stayed,Not Applicable,N/A,106.35,10221.85
5172-RKOCB,20-35,5758,Stayed,Not Applicable,N/A,108.95,9405.72
3936-QQFLL,51-65,4064,Joined,Not Applicable,N/A,19.75,43.24
5181-OABFK,51-65,4173,Stayed,Not Applicable,N/A,61.3,4410.24
3938-YFPXD,51-65,6012,Stayed,Not Applicable,N/A,84.3,8087.26
5183-KLYEM,20-35,4927,Stayed,Not Applicable,N/A,112.75,10729.88
5248-YGIJN,36-50,5974,Stayed,Not Applicable,N/A,90.25,7155.69
3943-KDREE,36-50,2934,Churned,Other,Don't know,74.95,2290.73
5318-YKDPV,51-65,3716,Stayed,Not Applicable,N/A,79.15,5333.04
3945-GFWQL,20-35,4162,Churned,Price,Extra data charges,44.55,524.31
5327-XOKKY,Over 65,5540,Stayed,Not Applicable,N/A,73.45,6139.72
